text,clase,
"""El Registro Civil de la Ciudad de Rosario confirma el código de turno RC-123987 para casamiento, asignado para el 22 de junio de 2025 a las 9:30 AM en la sede de la Comuna 5, ubicada en Calle San Martín 789, Rosario. Los contrayentes son Pedro Gómez, DNI 30.456.789, y Laura Rodríguez, DNI 32.123.456. Este turno debe ser confirmado al menos 48 horas antes, y es necesario presentarse con dos testigos mayores de edad que lleven DNI.""",Tramite_prematrimonial,
"""El Registro Civil de la Ciudad Autónoma de Buenos Aires informa que el turno 987654321 para matrimonio está programado para el 10 de julio de 2025 a las 14:00 PM en la sede de la Comuna 1, ubicada en Calle Libertador 456, Ciudad Autónoma de Buenos Aires. Los contrayentes son Alejandro López, DNI 29.876.543, y Patricia Martínez, DNI 31.234.567. Presentarse con DNI original y copia, además del certificado de nacimiento actualizado.""",Tramite_prematrimonial,
"""Certificado de requisitos prematrimoniales n.º 1234/2025 - Registro Civil de Córdoba - Fecha: 15/05/2025 - Libro: TPM-3 - Folio: 22 - Solicitantes: Fernández, Juan Carlos (DNI 29.876.543) y Pérez, Mariana Sol (DNI 30.987.654) - Revisión completa de documentación: DNI, actas actualizadas y certificados médicos según normativa provincial. Ambas partes participaron en entrevista individual validando consentimiento libre. No se hallaron objeciones legales. Matrimonio autorizado para el 05/06/2025. - Oficial: Lic. Raquel López""",Tramite_prematrimonial,
"""matrimonio civil n.º 2345-2024 - Registro Civil de la Ciudad de Buenos Aires - Fecha: 05/11/2024 - Libro: 10A - Folio: 45 - Contrayentes: López, Felipe Antonio (DNI 30.234.567) y Fernández, María Isabel (DNI 29.876.543) - Testigos: García, Raúl (DNI 26.567.890) y Pérez, Luciana (DNI 28.654.321) - Oficial: Dr. Jorge Martínez - Juez de Paz ",Casamiento,
""" matrimonio civil n.º 5678-2024 - Registro Civil de La Plata - Fecha: 12/11/2024 - Libro: 3B - Folio: 12 - Contrayentes: García, Andrés Javier (DNI 27.123.456) y Pérez, Valeria Soledad (DNI 30.234.567) - Testigos: Rodríguez, Beatriz (DNI 29.876.543) y Romero, José Luis (DNI 28.765.432) - Oficial: Dra. Marta Rodríguez - Jueza de Paz """,Casamiento,
""" Registro Civil de Rosario - Fecha: 18/11/2024 - Libro: 14 - Folio: 90 - Contrayentes: González, Pablo Martín (DNI 31.234.567) y Sánchez, Carla Liliana (DNI 32.345.678) - Testigos: Fernández, Esteban (DNI 30.123.456) y Rodríguez, Marta (DNI 33.456.789) - Oficial: Dr. Luis Gómez - Juez de Paz """,Casamiento,
""" Registro Civil de la Ciudad de Buenos Aires - Fecha: 19/11/2024 - Libro: 7B - Folio: 23 - Contrayentes: Ramírez, Lucía Belén (DNI 31.123.456) y Torres, Esteban Javier (DNI 29.654.321) - Testigos: Ríos, Natalia (DNI 26.789.012) y Acosta, Marcos (DNI 28.890.123) - Oficial: Dra. Verónica Pérez - Jueza de Paz """,Casamiento,
"""PROVINCIA DE CÓRDOBA REGISTRO CIVIL DE VILLA MARÍA ACTA DE NACIMIENTO N° 456/2024 INSCRIPCIÓN N° 789 FECHA DE REGISTRO: 20/05/2024 LIBRO 5A FOLIO 12 APELLIDO Y NOMBRES: GARCÍA MARTÍN ALEJANDRO SEXO: MASCULINO FECHA DE NACIMIENTO: 17/05/2024 HORA: 10:15 LUGAR: HOSPITAL MUNICIPAL VILLA MARÍA PADRE: GARCÍA JAVIER DNI 30.234.567 MADRE: RIVERA CLAUDIA DNI 32.345.678 TESTIGO 1: MENDOZA EDUARDO DNI 24.567.890 TESTIGO 2: RAMOS CECILIA DNI 26.678.901 FIRMA DEL ENCARGADO: DR. SANTIAGO LÓPEZ""",Nacimiento,
"""REPÚBLICA ARGENTINA PROVINCIA DE MENDOZA REGISTRO CIVIL DE GUAYMALLÉN ACTA DE NACIMIENTO N° 1234-2024 INSCRIPCIÓN TARDÍA N° 567 FECHA DE TRAMITE: 03/07/2024 LIBRO 8 FOLIO 65 APELLIDO Y NOMBRES: RIVERA JOSÉ LUIS SEXO: MASCULINO FECHA DE NACIMIENTO: 17/04/2020 LUGAR: DOMICILIO PARTICULAR CALLE SAN JUAN 456 PADRE: RIVERA ENRIQUE DNI 28.123.456 MADRE: GÓMEZ CECILIA DNI 30.234.567 DECLARACIÓN JURADA PRESENTADA EL 02/07/2024 POR: DR. JUAN PÉREZ ",Nacimiento,
"""REPÚBLICA ARGENTINA PROVINCIA DE SANTA FE REGISTRO CIVIL ROSARIO ACTA DE NACIMIENTO N° 9876-2024 INSCRIPCIÓN N° 234 FECHA DE REGISTRO: 22/06/2024 LIBRO 6B FOLIO 145 APELLIDO Y NOMBRES: ÁLVAREZ LILIANA BEATRIZ SEXO: FEMENINO FECHA DE NACIMIENTO: 05/06/2024 : 12:10 LUGAR: HOSPITAL PROVINCIAL ROSARIO PADRE: ÁLVAREZ EDUARDO DNI 30.765.432 MADRE: MARTÍNEZ VERÓNICA DNI 31.876.543 TESTIGO 1: GÓMEZ ADRIÁN DNI 25.123.456 TESTIGO 2: FERRARI SILVIA DNI 27.234.567 FIRMA DEL OFICIAL: DR. JULIO VÁSQUEZ""",Nacimiento,
"""REPÚBLICA ARGENTINA PROVINCIA DE TUCUMÁN REGISTRO CIVIL CAPITAL ACTA DE NACIMIENTO N° 2345-2024 INSCRIPCIÓN N° 890 FECHA DE REGISTRO: 15/08/2024 LIBRO 2C FOLIO 23 APELLIDO Y NOMBRES: MENDOZA FRANCISCO JAVIER SEXO: MASCULINO FECHA DE NACIMIENTO: 07/08/2024 HORA: 16:45 LUGAR: CLÍNICA TUCUMÁN PADRE: MENDOZA CARLOS DNI 31.123.456 MADRE: VÁSQUEZ ESTELA DNI 33.234.567 TRÁMITE EXPRESS RESOLUCIÓN 567/2024 FIRMADO POR: DRA. MARINA RÍOS """,Nacimiento,
""" REGISTRO CIVIL DE LA PLATA ACTA DE NACIMIENTO N° 6574-2024 INSCRIPCIÓN N° 1234 FECHA DE REGISTRO: 11/09/2024 LIBRO 4A FOLIO 78 APELLIDO Y NOMBRES: PÉREZ ANDREA MARÍA SEXO: FEMENINO FECHA DE NACIMIENTO: 02/09/2024 HORA: 09:30 LUGAR: HOSPITAL DE LA PLATA PADRE: PÉREZ EDUARDO DNI 30.987.654 MADRE: LÓPEZ MARGARITA DNI 32.345.678 TESTIGO 1: MARTÍNEZ LUCIANO DNI 25.234.567 TESTIGO 2: GARCÍA CLAUDIA DNI 27.345.678 FIRMA DEL ENCARGADO: DR. JOSÉ RAMÍREZ""",Nacimiento,
"""Hospital Argerich, registro número 4567 del 2024. La paciente María Laura Gómez, DNI 32.456.789, de 28 años, se encuentra embarazada con fecha de última menstruación el 15/05/2024 y fecha probable de parto el 22/02/2025. Actualmente cursa 12 semanas de gestación con control prenatal normal. por el Dr. Luis Fernández, matrícula 123.456.""",Maternidad,
"""La Clínica Privada Santa Isabel, documento número 7890 del 2024, certifica que la paciente Carla Daniela Martínez, DNI 30.987.654, de 31 años, tiene una fecha probable de parto el 10/03/2025 y se encuentra en la semana 20 de gestación. Se indica licencia prenatal a partir del 10/02/2025 (8 semanas previas al parto), según normativa laboral vigente. Diagnóstico: embarazo único sin complicaciones.  por la Dra. Ana López""",Maternidad,
"""El Servicio de Obstetricia del Hospital Italiano de Buenos Aires certifica que la paciente Laura Beatriz Sosa, DNI 33.456.789, de 30 años, se encuentra en la semana 28 de gestación, con fecha probable de parto estimada para el 15/11/2024. Los controles prenatales muestran evolución normal sin complicaciones. Se recomienda iniciar licencia laboral a partir del 01/10/2024 (45 días previos al parto).  Dra. Carla Méndez.""",Maternidad,
"""La Clínica Privada Madre y Niño, registro número 5566/2024, informa que la paciente Valeria Romina López, DNI 34.567.890, de 32 años, espera gemelos con fecha probable de parto el 10/12/2024. Por tratarse de un embarazo múltiple, se autoriza licencia prenatal extendida desde el 25/10/2024 (6 semanas adicionales según Ley 20.744). Control ecográfico normal. Dr. Martín Greco,""",Maternidad,
"""Certificado Medico por embarazo: Certifico que la Sra. Gomez de 25 años DNI N° 32456765 se encuentra embarazada de 14 semanas de gestacion, con fecha probable de parto para el 4 de mayo de 2025. FUM: el 2 de febrero de 2025 Para ser presentado en el Colegio Odontologico de la Provincia de Cordoba.""",Maternidad,
"""Hospital Nacional Prof. Dr. Alejandro Posadas la paciente María Soledad González, DNI 32.456.789, concurrió a control prenatal el 15/08/2024 en el Servicio de Obstetricia. Se realizó control clínico, ecografía obstétrica y laboratorio. Próximo control: 15/09/2024.Dra. Laura Fernández """,Control_prenatal,
"""Hospital Italiano de Buenos Aires - Servicio de Tocoginecología constata que la paciente Carla Daniela López, DNI 30.987.654, asistió a control prenatal el 10/08/2024 (semana 24 de gestación). Fecha Probable de Parto: 10/11/2024. Se indicó suplementación con hierro y ácido fólico. Próxima visita: 07/09/2024. Dr. Juan Pérez""",Control_prenatal,
"""El Hospital General de Agudos Dr. Carlos G. Durand - División Obstetricia certifica control prenatal de alto riesgo de la paciente Ana Luz Martínez, DNI 28.765.432, el 05/08/2024. Diagnóstico: Diabetes Gestacional (estudio OGTT positivo). Se programó control multidisciplinario para el 20/08/2024. Dra. Sofía Ríos M""",Control_prenatal,
"""La Clínica Modelo de Morón, ubicada en Bartolomé Mitre 123, Morón, constata que la paciente Camila Valentina Castro, DNI 34.567.890, concurrió a control de embarazo el 14/08/2024 (semana 16). Se administró vacuna antigripal y se indicó suplementación con hierro. Fecha Probable de Parto: 15/01/2025. Próxima consulta: 11/09/2024 en el Consultorio 5. Dr. Pablo Ruiz""",Control_prenatal,
"""La Clínica y Maternidad Santa Isabel, ubicada en Av. Santa Fe 4567, CABA, certifica que la paciente Florencia Beatriz Rojas, DNI 33.456.789, asistió a control prenatal el 12/08/2024 en la semana 20 de gestación. Se realizó ecografía Doppler y perfil bioquímico completo, con resultados dentro de parámetros normales. Próximo control: 09/09/2024 con el Dr. Gustavo MéndezDra. Laura Torres """,Control_prenatal,
"""Clínica Privada San Camilo - Servicio de Traumatología Fecha: 15/08/2024 Paciente: Juan Carlos Giménez DNI 28.345.678 Edad: 32 años Empresa: Logística S.A. Legajo: 5678 Tipo de Accidente: Caída de altura (2 metros) desde plataforma de carga. Diagnóstico: Fractura cerrada de tibia y peroné derecho (CIE-10: S82.201A). Tratamiento Inmediato: Inmovilización yeso y analgesia. Se deriva al Hospital Argerich para intervención quirúrgica. Incapacidad Laboral: 60 días. Firma: Dr. Luis Moreno MP 123.456 ART Cubre: Sí (N° Póliza 78901234) Notificado a ART: 15/08/2024 14:30 hs""",Accidente_trabajo,
"""Hospital General de Agudos Dr. Teodoro Álvarez Extensión N° 789/2024 Fecha: 10/09/2024 Paciente: Carla Daniela Morales DNI 30.456.789 Edad: 29 años Empresa: Textiles Argentinos S.R.L. Legajo: 1234 Accidente: Quemadura térmica grado II en mano izquierda por contacto con vapor (CIE-10: T23.301). Control Evolutivo: Persiste limitación motriz y requerimiento de curaciones diarias. Incapacidad Extendida: 15 días adicionales (hasta 25/09/2024)Dra. Ana López ART: Seguros Rivadavia (N° Póliza 56789012) Estado: Trámite de rehabilitación kinésica aprobado""",Accidente_trabajo,
"""Centro Médico ART Proteger Certificado de Alta  20/09/2024 Paciente: Marcos Ezequiel Ruiz DNI 33.567.890 Edad: 40 años Empresa: Construcciones Norte S.A. Legajo: 8901 Accidente: Lesión lumbar por esfuerzo repetitivo (CIE-10: M54.5). Alta Médica: 20/09/2024 con secuelas (20% incapacidad permanente parcial). Indicaciones: Kinesiología 3 veces/semana por 3 meses. Reincorporación Laboral: Tareas livianas (sin carga de peso). Dr. Pablo Sosa Junta Médica: Resolución 456/2024""",Accidente_trabajo,
"""Clínica Privada Santa Isabel Certificado de Accidente Laboral N° 4567/2024 Fecha: 15/08/2024 Paciente: Carlos Alberto Méndez DNI 28.345.678 Edad: 38 años Empresa: Constructora Sudamericana S.A. Legajo: 12345 Tipo de Accidente: Caída de andamio a 3 metros de altura en obra de Av. Corrientes 1200, CABA Diagnóstico: Fractura de húmero izquierdo (CIE-10 S42.301) Tratamiento: Inmovilización yeso y cirugía programada Incapacidad Laboral: 45 días Notificación ART: Aseguradora del Trabajo (Póliza 33445566) el 15/08/2024 11:20 hs dr. Julio Navarro""",Accidente_trabajo,
"""Hospital Italiano de Buenos Aires  Enfermedad Profesional N° 7890/2024 Fecha: 20/08/2024 Paciente: Laura Beatriz Ríos DNI 32.456.789 Edad: 45 años Empresa: Metalúrgica Industrial S.R.L. Legajo: 6789 Antigüedad: 12 años Tipo: Hipoacusia bilateral por exposición a ruido (Listado SRT 6/2015) Diagnóstico: Pérdida auditiva de 40dB en frecuencias agudas (CIE-10 H91.3) Estudios: Audiometría del 10/08/2024 Incapacidad: Permanente parcial del 15% Reubicación Laboral: Exigida (área sin exposición a ruido) ART: Swiss Medical (Póliza 77889900) Trámite SRT: Iniciado el 18/08/2024 Dra. Ana López """,Accidente_trabajo,
"""Citar a reunión gremial - Sindicato de Empleados de Comercio (SEC) - Delegado/a: María Laura Gómez (legajo 12345) - Fecha: 15/10/2024 - Hora: 14:00 - Lugar: Salón Sindical (Av. Rivadavia 1234, CABA) - Orden del día: 1) Análisis de paritarias 2024, 2) Condiciones de higiene en sucursales, 3) Elección de nueva comisión interna - Conforme al Art. 41 del CCT 130/75 - Presentarse con credencial gremial - Firma: Juan Pérez (Secretario General SEC Seccional CABA) """,Representante_gremial,
"""Convocatoria urgente - Sindicato de Empleados de Comercio - Delegado/a: Carlos Alberto Rodríguez (legajo 67890) - Fecha: 18/10/2024 - Hora: 10:00 - Lugar: Sede Gremial (Mitre 567, Rosario) - Motivo: Tratamiento de despidos injustificados en cadena de supermercados 'La Económica' - Eximir presentación laboral según Art. 42 Ley 23.551 - Ana Fernández (Secretaria de Conflictos SEC Rosario) """,Representante_gremial,
"""Pre-asamblea informativa - Sindicato de Empleados de Comercio - Delegado/a: Lucía Mónica López (legajo 34567) - Fecha: 20/10/2024 - Hora: 16:30 - Lugar: Auditorio Sindical (Belgrano 789, Córdoba) - Tema: Presentación de pliego paritario 2024 y estrategias de negociación - Obligatoriedad: Todos los afiliados según estatuto gremial Roberto Giménez (Secretario Adjunto SEC Córdoba)""",Representante_gremial,
"""Convocatoria a reunión extraordinaria - Sindicato de Empleados de Comercio - Delegado/a: Diego Martín Sosa (legajo 89012) - Fecha: 22/10/2024 - Hora: 11:00 - Lugar: Subsede Gremial (San Martín 456, Mendoza) - Motivo: Denuncia por incumplimiento de pagos de horas extras en empresa 'Comercial Andina S.A.' - Fundamento legal: Art. 65 CCT 130/75 -Florencia Díaz (Delegada General SEC Mendoza) """,Representante_gremial,
"""Citación a jornada de capacitación gremial - Sindicato de Empleados de Comercio - Delegado/a: Pablo Alejandro Méndez (legajo 45678) - Fecha: 25/10/2024 - Hora: 09:00 a 13:00 - Lugar: Centro de Formación Gremial (Urquiza 1010, La Plata) - Tema: Actualización en derechos laborales y seguridad social - Certificado con validez para justificar inasistencia laboral - Susana Romero (Directora de Formación SEC Provincia)""",Representante_gremial,
